Subject	Predicate	Object
yfcZ	is not regulated by antibiotic	Fosmidomycin
yfdC	is not regulated by antibiotic	Fosmidomycin
yfdH	is not regulated by antibiotic	Fosmidomycin
yfdZ	is not regulated by antibiotic	Fosmidomycin
yfeA	is not regulated by antibiotic	Fosmidomycin
yfeC	is not regulated by antibiotic	Fosmidomycin
yfeD	is not regulated by antibiotic	Fosmidomycin
yfeH	is not regulated by antibiotic	Fosmidomycin
yfeK	is not regulated by antibiotic	Fosmidomycin
yfeL	is not regulated by antibiotic	Fosmidomycin
yfeN	is not regulated by antibiotic	Fosmidomycin
yfeO	is not regulated by antibiotic	Fosmidomycin
yfeR	is not regulated by antibiotic	Fosmidomycin
yfeW	is not regulated by antibiotic	Fosmidomycin
yfeZ	is not regulated by antibiotic	Fosmidomycin
yffB	is not regulated by antibiotic	Fosmidomycin
yfgD	is not regulated by antibiotic	Fosmidomycin
yfgJ	is not regulated by antibiotic	Fosmidomycin
yfgM	is not regulated by antibiotic	Fosmidomycin
yfhA	is not regulated by antibiotic	Fosmidomycin
yfhB	is not regulated by antibiotic	Fosmidomycin
yfhG	is not regulated by antibiotic	Fosmidomycin
yfhH	is not regulated by antibiotic	Fosmidomycin
yfhJ	is not regulated by antibiotic	Fosmidomycin
yfhK	is not regulated by antibiotic	Fosmidomycin
yfhL	is not regulated by antibiotic	Fosmidomycin
yfhR	is not regulated by antibiotic	Fosmidomycin
yfiA	is not regulated by antibiotic	Fosmidomycin
yfiC	is not regulated by antibiotic	Fosmidomycin
yfiE	is not regulated by antibiotic	Fosmidomycin
yfiF	is not regulated by antibiotic	Fosmidomycin
yfiH	is not regulated by antibiotic	Fosmidomycin
yfiM	is not regulated by antibiotic	Fosmidomycin
yfiO	is not regulated by antibiotic	Fosmidomycin
yfiP	is not regulated by antibiotic	Fosmidomycin
yfiR	is not regulated by antibiotic	Fosmidomycin
yfjD	is not regulated by antibiotic	Fosmidomycin
yfjF	is not regulated by antibiotic	Fosmidomycin
yfjG	is not regulated by antibiotic	Fosmidomycin
ygaC	is not regulated by antibiotic	Fosmidomycin
ygaD	is not regulated by antibiotic	Fosmidomycin
ygaE	is not regulated by antibiotic	Fosmidomycin
ygaF	is not regulated by antibiotic	Fosmidomycin
ygaM	is not regulated by antibiotic	Fosmidomycin
ygaP	is not regulated by antibiotic	Fosmidomycin
ygaU	is not regulated by antibiotic	Fosmidomycin
ygbE	is not regulated by antibiotic	Fosmidomycin
ygbF	is not regulated by antibiotic	Fosmidomycin
ygbI	is not regulated by antibiotic	Fosmidomycin
ygbJ	is not regulated by antibiotic	Fosmidomycin
ygbL	is not regulated by antibiotic	Fosmidomycin
ygbM	is not regulated by antibiotic	Fosmidomycin
ygcB	is not regulated by antibiotic	Fosmidomycin
ygcF	is not regulated by antibiotic	Fosmidomycin
ygcH	is not regulated by antibiotic	Fosmidomycin
ygcY	is not regulated by antibiotic	Fosmidomycin
ygdB	is not regulated by antibiotic	Fosmidomycin
ygdD	is not regulated by antibiotic	Fosmidomycin
ygdH	is not regulated by antibiotic	Fosmidomycin
ygdI	is not regulated by antibiotic	Fosmidomycin
ygdL	is not regulated by antibiotic	Fosmidomycin
ygdR	is not regulated by antibiotic	Fosmidomycin
ygeA	is not regulated by antibiotic	Fosmidomycin
ygfA	is not regulated by antibiotic	Fosmidomycin
ygfB	is not regulated by antibiotic	Fosmidomycin
ygfX	is not regulated by antibiotic	Fosmidomycin
ygfZ	is not regulated by antibiotic	Fosmidomycin
yggB	is not regulated by antibiotic	Fosmidomycin
yggE	is not regulated by antibiotic	Fosmidomycin
yggG	is not regulated by antibiotic	Fosmidomycin
yggJ	is not regulated by antibiotic	Fosmidomycin
yggL	is not regulated by antibiotic	Fosmidomycin
yggM	is not regulated by antibiotic	Fosmidomycin
yggN	is not regulated by antibiotic	Fosmidomycin
yggR	is not regulated by antibiotic	Fosmidomycin
yggS	is not regulated by antibiotic	Fosmidomycin
yggT	is not regulated by antibiotic	Fosmidomycin
yggU	is not regulated by antibiotic	Fosmidomycin
yggW	is not regulated by antibiotic	Fosmidomycin
yggX	is not regulated by antibiotic	Fosmidomycin
yghA	is not regulated by antibiotic	Fosmidomycin
yghB	is not regulated by antibiotic	Fosmidomycin
yghJ	is not regulated by antibiotic	Fosmidomycin
yghU	is not regulated by antibiotic	Fosmidomycin
ygiB	is not regulated by antibiotic	Fosmidomycin
ygiC	is not regulated by antibiotic	Fosmidomycin
ygiD	is not regulated by antibiotic	Fosmidomycin
ygiF	is not regulated by antibiotic	Fosmidomycin
ygiK	is not regulated by antibiotic	Fosmidomycin
ygiM	is not regulated by antibiotic	Fosmidomycin
ygiN	is not regulated by antibiotic	Fosmidomycin
ygiQ	is not regulated by antibiotic	Fosmidomycin
ygiW	is not regulated by antibiotic	Fosmidomycin
ygjP	is not regulated by antibiotic	Fosmidomycin
ygjQ	is not regulated by antibiotic	Fosmidomycin
ygjR	is not regulated by antibiotic	Fosmidomycin
yhaH	is not regulated by antibiotic	Fosmidomycin
yhaJ	is not regulated by antibiotic	Fosmidomycin
yhaK	is not regulated by antibiotic	Fosmidomycin
yhaL	is not regulated by antibiotic	Fosmidomycin
yhaM	is not regulated by antibiotic	Fosmidomycin
yhaO	is not regulated by antibiotic	Fosmidomycin
yhbG	is not regulated by antibiotic	Fosmidomycin
yhbL	is not regulated by antibiotic	Fosmidomycin
yhbN	is not regulated by antibiotic	Fosmidomycin
yhbO	is not regulated by antibiotic	Fosmidomycin
yhbP	is not regulated by antibiotic	Fosmidomycin
yhbQ	is not regulated by antibiotic	Fosmidomycin
yhbS	is not regulated by antibiotic	Fosmidomycin
yhbT	is not regulated by antibiotic	Fosmidomycin
yhbU	is not regulated by antibiotic	Fosmidomycin
yhbV	is not regulated by antibiotic	Fosmidomycin
yhbW	is not regulated by antibiotic	Fosmidomycin
yhbY	is not regulated by antibiotic	Fosmidomycin
yhcB	is not regulated by antibiotic	Fosmidomycin
yhcC	is not regulated by antibiotic	Fosmidomycin
yhcG	is not regulated by antibiotic	Fosmidomycin
yhcH	is not regulated by antibiotic	Fosmidomycin
yhcM	is not regulated by antibiotic	Fosmidomycin
yhcN	is not regulated by antibiotic	Fosmidomycin
yhcS	is not regulated by antibiotic	Fosmidomycin
yhdA	is not regulated by antibiotic	Fosmidomycin
yhdE	is not regulated by antibiotic	Fosmidomycin
yhdH	is not regulated by antibiotic	Fosmidomycin
yhdJ	is not regulated by antibiotic	Fosmidomycin
yhdN	is not regulated by antibiotic	Fosmidomycin
yhdP	is not regulated by antibiotic	Fosmidomycin
yhdT	is not regulated by antibiotic	Fosmidomycin
yhdU	is not regulated by antibiotic	Fosmidomycin
yhdV	is not regulated by antibiotic	Fosmidomycin
yheO	is not regulated by antibiotic	Fosmidomycin
yheS	is not regulated by antibiotic	Fosmidomycin
yheT	is not regulated by antibiotic	Fosmidomycin
yheU	is not regulated by antibiotic	Fosmidomycin
yheV	is not regulated by antibiotic	Fosmidomycin
yhfA	is not regulated by antibiotic	Fosmidomycin
yhfG	is not regulated by antibiotic	Fosmidomycin
yhfK	is not regulated by antibiotic	Fosmidomycin
yhfL	is not regulated by antibiotic	Fosmidomycin
yhgE	is not regulated by antibiotic	Fosmidomycin
yhgF	is not regulated by antibiotic	Fosmidomycin
yhgN	is not regulated by antibiotic	Fosmidomycin
yhhA	is not regulated by antibiotic	Fosmidomycin
yhhF	is not regulated by antibiotic	Fosmidomycin
yhhJ	is not regulated by antibiotic	Fosmidomycin
yhhL	is not regulated by antibiotic	Fosmidomycin
yhhM	is not regulated by antibiotic	Fosmidomycin
yhhN	is not regulated by antibiotic	Fosmidomycin
yhhS	is not regulated by antibiotic	Fosmidomycin
yhhT	is not regulated by antibiotic	Fosmidomycin
yhhW	is not regulated by antibiotic	Fosmidomycin
yhhX	is not regulated by antibiotic	Fosmidomycin
yhhY	is not regulated by antibiotic	Fosmidomycin
yhiH	is not regulated by antibiotic	Fosmidomycin
yhiI	is not regulated by antibiotic	Fosmidomycin
yhiN	is not regulated by antibiotic	Fosmidomycin
yhiR	is not regulated by antibiotic	Fosmidomycin
yhjB	is not regulated by antibiotic	Fosmidomycin
yhjC	is not regulated by antibiotic	Fosmidomycin
yhjD	is not regulated by antibiotic	Fosmidomycin
yhjE	is not regulated by antibiotic	Fosmidomycin
yhjH	is not regulated by antibiotic	Fosmidomycin
yhjJ	is not regulated by antibiotic	Fosmidomycin
yhjK	is not regulated by antibiotic	Fosmidomycin
yhjR	is not regulated by antibiotic	Fosmidomycin
yhjV	is not regulated by antibiotic	Fosmidomycin
yhjY	is not regulated by antibiotic	Fosmidomycin
yiaB	is not regulated by antibiotic	Fosmidomycin
yiaC	is not regulated by antibiotic	Fosmidomycin
yiaD	is not regulated by antibiotic	Fosmidomycin
yiaF	is not regulated by antibiotic	Fosmidomycin
yiaG	is not regulated by antibiotic	Fosmidomycin
yiaH	is not regulated by antibiotic	Fosmidomycin
yiaJ	is not regulated by antibiotic	Fosmidomycin
yiaL	is not regulated by antibiotic	Fosmidomycin
yiaM	is not regulated by antibiotic	Fosmidomycin
yiaN	is not regulated by antibiotic	Fosmidomycin
yiaO	is not regulated by antibiotic	Fosmidomycin
yibD	is not regulated by antibiotic	Fosmidomycin
yibF	is not regulated by antibiotic	Fosmidomycin
yibK	is not regulated by antibiotic	Fosmidomycin
yibL	is not regulated by antibiotic	Fosmidomycin
yibN	is not regulated by antibiotic	Fosmidomycin
yibP	is not regulated by antibiotic	Fosmidomycin
yibR	is not regulated by antibiotic	Fosmidomycin
yibT	is not regulated by antibiotic	Fosmidomycin
yicC	is not regulated by antibiotic	Fosmidomycin
yicE	is not regulated by antibiotic	Fosmidomycin
yicH	is not regulated by antibiotic	Fosmidomycin
yicI	is not regulated by antibiotic	Fosmidomycin
yicJ	is not regulated by antibiotic	Fosmidomycin
yicL	is not regulated by antibiotic	Fosmidomycin
yicN	is not regulated by antibiotic	Fosmidomycin
yicR	is not regulated by antibiotic	Fosmidomycin
yicS	is not regulated by antibiotic	Fosmidomycin
yidA	is not regulated by antibiotic	Fosmidomycin
yidC	is not regulated by antibiotic	Fosmidomycin
yidD	is not regulated by antibiotic	Fosmidomycin
yidE	is not regulated by antibiotic	Fosmidomycin
yidF	is not regulated by antibiotic	Fosmidomycin
yidG	is not regulated by antibiotic	Fosmidomycin
yidH	is not regulated by antibiotic	Fosmidomycin
yidQ	is not regulated by antibiotic	Fosmidomycin
yidR	is not regulated by antibiotic	Fosmidomycin
yidZ	is not regulated by antibiotic	Fosmidomycin
yieE	is not regulated by antibiotic	Fosmidomycin
yieF	is not regulated by antibiotic	Fosmidomycin
yieG	is not regulated by antibiotic	Fosmidomycin
yieH	is not regulated by antibiotic	Fosmidomycin
yieO	is not regulated by antibiotic	Fosmidomycin
yieP	is not regulated by antibiotic	Fosmidomycin
yifB	is not regulated by antibiotic	Fosmidomycin
yifE	is not regulated by antibiotic	Fosmidomycin
yifK	is not regulated by antibiotic	Fosmidomycin
yifL	is not regulated by antibiotic	Fosmidomycin
yifZ	is not regulated by antibiotic	Fosmidomycin
yigA	is not regulated by antibiotic	Fosmidomycin
yigB	is not regulated by antibiotic	Fosmidomycin
yigC	is not regulated by antibiotic	Fosmidomycin
yigF	is not regulated by antibiotic	Fosmidomycin
yigG	is not regulated by antibiotic	Fosmidomycin
yigL	is not regulated by antibiotic	Fosmidomycin
yigQ	is not regulated by antibiotic	Fosmidomycin
yigZ	is not regulated by antibiotic	Fosmidomycin
yihD	is not regulated by antibiotic	Fosmidomycin
yihG	is not regulated by antibiotic	Fosmidomycin
yihI	is not regulated by antibiotic	Fosmidomycin
yihO	is not regulated by antibiotic	Fosmidomycin
yihP	is not regulated by antibiotic	Fosmidomycin
yihQ	is not regulated by antibiotic	Fosmidomycin
yihR	is not regulated by antibiotic	Fosmidomycin
yihS	is not regulated by antibiotic	Fosmidomycin
yihT	is not regulated by antibiotic	Fosmidomycin
yihU	is not regulated by antibiotic	Fosmidomycin
yihV	is not regulated by antibiotic	Fosmidomycin
yihW	is not regulated by antibiotic	Fosmidomycin
yihX	is not regulated by antibiotic	Fosmidomycin
yihY	is not regulated by antibiotic	Fosmidomycin
yiiD	is not regulated by antibiotic	Fosmidomycin
yiiG	is not regulated by antibiotic	Fosmidomycin
yiiM	is not regulated by antibiotic	Fosmidomycin
yiiQ	is not regulated by antibiotic	Fosmidomycin
yiiR	is not regulated by antibiotic	Fosmidomycin
yiiY	is not regulated by antibiotic	Fosmidomycin
yiiZ	is not regulated by antibiotic	Fosmidomycin
yijD	is not regulated by antibiotic	Fosmidomycin
yijF	is not regulated by antibiotic	Fosmidomycin
yijO	is not regulated by antibiotic	Fosmidomycin
yjaB	is not regulated by antibiotic	Fosmidomycin
yjaG	is not regulated by antibiotic	Fosmidomycin
yjaH	is not regulated by antibiotic	Fosmidomycin
yjbB	is not regulated by antibiotic	Fosmidomycin
yjbD	is not regulated by antibiotic	Fosmidomycin
yjbE	is not regulated by antibiotic	Fosmidomycin
yjbF	is not regulated by antibiotic	Fosmidomycin
yjbG	is not regulated by antibiotic	Fosmidomycin
yjbH	is not regulated by antibiotic	Fosmidomycin
yjbJ	is not regulated by antibiotic	Fosmidomycin
yjbO	is not regulated by antibiotic	Fosmidomycin
yjbQ	is not regulated by antibiotic	Fosmidomycin
yjbR	is not regulated by antibiotic	Fosmidomycin
yjcB	is not regulated by antibiotic	Fosmidomycin
yjcC	is not regulated by antibiotic	Fosmidomycin
yjcD	is not regulated by antibiotic	Fosmidomycin
yjcO	is not regulated by antibiotic	Fosmidomycin
yjdC	is not regulated by antibiotic	Fosmidomycin
yjdL	is not regulated by antibiotic	Fosmidomycin
yjeE	is not regulated by antibiotic	Fosmidomycin
yjeF	is not regulated by antibiotic	Fosmidomycin
yjeH	is not regulated by antibiotic	Fosmidomycin
yjeI	is not regulated by antibiotic	Fosmidomycin
yjeJ	is not regulated by antibiotic	Fosmidomycin
yjeM	is not regulated by antibiotic	Fosmidomycin
yjeO	is not regulated by antibiotic	Fosmidomycin
yjeP	is not regulated by antibiotic	Fosmidomycin
yjeT	is not regulated by antibiotic	Fosmidomycin
yjfC	is not regulated by antibiotic	Fosmidomycin
yjfI	is not regulated by antibiotic	Fosmidomycin
yjfJ	is not regulated by antibiotic	Fosmidomycin
yjfK	is not regulated by antibiotic	Fosmidomycin
yjfL	is not regulated by antibiotic	Fosmidomycin
yjfM	is not regulated by antibiotic	Fosmidomycin
yjfN	is not regulated by antibiotic	Fosmidomycin
yjfO	is not regulated by antibiotic	Fosmidomycin
yjfP	is not regulated by antibiotic	Fosmidomycin
yjfY	is not regulated by antibiotic	Fosmidomycin
yjgA	is not regulated by antibiotic	Fosmidomycin
yjgB	is not regulated by antibiotic	Fosmidomycin
yjgG	is not regulated by antibiotic	Fosmidomycin
yjgK	is not regulated by antibiotic	Fosmidomycin
yjgM	is not regulated by antibiotic	Fosmidomycin
yjgN	is not regulated by antibiotic	Fosmidomycin
yjgP	is not regulated by antibiotic	Fosmidomycin
yjgQ	is not regulated by antibiotic	Fosmidomycin
yjhP	is not regulated by antibiotic	Fosmidomycin
yjhX	is not regulated by antibiotic	Fosmidomycin
yjiA	is not regulated by antibiotic	Fosmidomycin
yjiE	is not regulated by antibiotic	Fosmidomycin
yjiG	is not regulated by antibiotic	Fosmidomycin
yjiH	is not regulated by antibiotic	Fosmidomycin
yjiJ	is not regulated by antibiotic	Fosmidomycin
yjiN	is not regulated by antibiotic	Fosmidomycin
yjiS	is not regulated by antibiotic	Fosmidomycin
yjiX	is not regulated by antibiotic	Fosmidomycin
yjiY	is not regulated by antibiotic	Fosmidomycin
yjjA	is not regulated by antibiotic	Fosmidomycin
yjjB	is not regulated by antibiotic	Fosmidomycin
yjjG	is not regulated by antibiotic	Fosmidomycin
yjjI	is not regulated by antibiotic	Fosmidomycin
yjjK	is not regulated by antibiotic	Fosmidomycin
yjjP	is not regulated by antibiotic	Fosmidomycin
yjjQ	is not regulated by antibiotic	Fosmidomycin
yjjU	is not regulated by antibiotic	Fosmidomycin
yjjV	is not regulated by antibiotic	Fosmidomycin
yjjW	is not regulated by antibiotic	Fosmidomycin
yjjX	is not regulated by antibiotic	Fosmidomycin
yjjY	is not regulated by antibiotic	Fosmidomycin
ylaB	is not regulated by antibiotic	Fosmidomycin
ylaC	is not regulated by antibiotic	Fosmidomycin
ylbA	is not regulated by antibiotic	Fosmidomycin
ylbE	is not regulated by antibiotic	Fosmidomycin
ylbF	is not regulated by antibiotic	Fosmidomycin
yliH	is not regulated by antibiotic	Fosmidomycin
yliI	is not regulated by antibiotic	Fosmidomycin
yliJ	is not regulated by antibiotic	Fosmidomycin
ymbA	is not regulated by antibiotic	Fosmidomycin
ymdB	is not regulated by antibiotic	Fosmidomycin
ymdC	is not regulated by antibiotic	Fosmidomycin
ymdF	is not regulated by antibiotic	Fosmidomycin
ymfB	is not regulated by antibiotic	Fosmidomycin
ymgE	is not regulated by antibiotic	Fosmidomycin
ynaJ	is not regulated by antibiotic	Fosmidomycin
ynbE	is not regulated by antibiotic	Fosmidomycin
yncA	is not regulated by antibiotic	Fosmidomycin
yncB	is not regulated by antibiotic	Fosmidomycin
yncC	is not regulated by antibiotic	Fosmidomycin
yncD	is not regulated by antibiotic	Fosmidomycin
yncE	is not regulated by antibiotic	Fosmidomycin
yncJ	is not regulated by antibiotic	Fosmidomycin
yneE	is not regulated by antibiotic	Fosmidomycin
yneG	is not regulated by antibiotic	Fosmidomycin
yneI	is not regulated by antibiotic	Fosmidomycin
yneJ	is not regulated by antibiotic	Fosmidomycin
ynfA	is not regulated by antibiotic	Fosmidomycin
ynfB	is not regulated by antibiotic	Fosmidomycin
ynfC	is not regulated by antibiotic	Fosmidomycin
ynfD	is not regulated by antibiotic	Fosmidomycin
ynfL	is not regulated by antibiotic	Fosmidomycin
ynfM	is not regulated by antibiotic	Fosmidomycin
ynhG	is not regulated by antibiotic	Fosmidomycin
yniB	is not regulated by antibiotic	Fosmidomycin
yniC	is not regulated by antibiotic	Fosmidomycin
yoaA	is not regulated by antibiotic	Fosmidomycin
yoaB	is not regulated by antibiotic	Fosmidomycin
yoaE	is not regulated by antibiotic	Fosmidomycin
yoaG	is not regulated by antibiotic	Fosmidomycin
yoaH	is not regulated by antibiotic	Fosmidomycin
yoaI	is not regulated by antibiotic	Fosmidomycin
yobA	is not regulated by antibiotic	Fosmidomycin
yobD	is not regulated by antibiotic	Fosmidomycin
yobF	is not regulated by antibiotic	Fosmidomycin
yobH	is not regulated by antibiotic	Fosmidomycin
yodD	is not regulated by antibiotic	Fosmidomycin
yohC	is not regulated by antibiotic	Fosmidomycin
yohD	is not regulated by antibiotic	Fosmidomycin
yohF	is not regulated by antibiotic	Fosmidomycin
yohG	is not regulated by antibiotic	Fosmidomycin
yohJ	is not regulated by antibiotic	Fosmidomycin
yohK	is not regulated by antibiotic	Fosmidomycin
yohO	is not regulated by antibiotic	Fosmidomycin
yojI	is not regulated by antibiotic	Fosmidomycin
yojN	is not regulated by antibiotic	Fosmidomycin
ypeA	is not regulated by antibiotic	Fosmidomycin
ypeC	is not regulated by antibiotic	Fosmidomycin
ypfG	is not regulated by antibiotic	Fosmidomycin
ypfK	is not regulated by antibiotic	Fosmidomycin
ypfL	is not regulated by antibiotic	Fosmidomycin
ypfN	is not regulated by antibiotic	Fosmidomycin
yqaA	is not regulated by antibiotic	Fosmidomycin
yqaB	is not regulated by antibiotic	Fosmidomycin
yqaE	is not regulated by antibiotic	Fosmidomycin
yqcC	is not regulated by antibiotic	Fosmidomycin
yqfA	is not regulated by antibiotic	Fosmidomycin
yqfB	is not regulated by antibiotic	Fosmidomycin
yqgA	is not regulated by antibiotic	Fosmidomycin
yqgB	is not regulated by antibiotic	Fosmidomycin
yqgC	is not regulated by antibiotic	Fosmidomycin
yqgD	is not regulated by antibiotic	Fosmidomycin
yqgE	is not regulated by antibiotic	Fosmidomycin
yqgF	is not regulated by antibiotic	Fosmidomycin
yqhA	is not regulated by antibiotic	Fosmidomycin
yqhC	is not regulated by antibiotic	Fosmidomycin
yqhD	is not regulated by antibiotic	Fosmidomycin
yqiA	is not regulated by antibiotic	Fosmidomycin
yqiB	is not regulated by antibiotic	Fosmidomycin
yqiE	is not regulated by antibiotic	Fosmidomycin
yqiK	is not regulated by antibiotic	Fosmidomycin
yqjA	is not regulated by antibiotic	Fosmidomycin
yqjB	is not regulated by antibiotic	Fosmidomycin
yqjC	is not regulated by antibiotic	Fosmidomycin
yqjD	is not regulated by antibiotic	Fosmidomycin
yqjE	is not regulated by antibiotic	Fosmidomycin
yqjF	is not regulated by antibiotic	Fosmidomycin
yqjG	is not regulated by antibiotic	Fosmidomycin
yqjH	is not regulated by antibiotic	Fosmidomycin
yqjI	is not regulated by antibiotic	Fosmidomycin
yqjK	is not regulated by antibiotic	Fosmidomycin
yraL	is not regulated by antibiotic	Fosmidomycin
yraM	is not regulated by antibiotic	Fosmidomycin
yraN	is not regulated by antibiotic	Fosmidomycin
yraP	is not regulated by antibiotic	Fosmidomycin
yraR	is not regulated by antibiotic	Fosmidomycin
yrbA	is not regulated by antibiotic	Fosmidomycin
yrbB	is not regulated by antibiotic	Fosmidomycin
yrbC	is not regulated by antibiotic	Fosmidomycin
yrbD	is not regulated by antibiotic	Fosmidomycin
yrbE	is not regulated by antibiotic	Fosmidomycin
yrbF	is not regulated by antibiotic	Fosmidomycin
yrbG	is not regulated by antibiotic	Fosmidomycin
yrbK	is not regulated by antibiotic	Fosmidomycin
yrbL	is not regulated by antibiotic	Fosmidomycin
yrdA	is not regulated by antibiotic	Fosmidomycin
yrdB	is not regulated by antibiotic	Fosmidomycin
yrdD	is not regulated by antibiotic	Fosmidomycin
yrfA	is not regulated by antibiotic	Fosmidomycin
yrfB	is not regulated by antibiotic	Fosmidomycin
yrfC	is not regulated by antibiotic	Fosmidomycin
yrfD	is not regulated by antibiotic	Fosmidomycin
yrfE	is not regulated by antibiotic	Fosmidomycin
yrfG	is not regulated by antibiotic	Fosmidomycin
yrfH	is not regulated by antibiotic	Fosmidomycin
ysaA	is not regulated by antibiotic	Fosmidomycin
ysaB	is not regulated by antibiotic	Fosmidomycin
yscR	is not regulated by antibiotic	Fosmidomycin
ysdA	is not regulated by antibiotic	Fosmidomycin
ysdB	is not regulated by antibiotic	Fosmidomycin
ysgA	is not regulated by antibiotic	Fosmidomycin
ytfB	is not regulated by antibiotic	Fosmidomycin
ytfE	is not regulated by antibiotic	Fosmidomycin
ytfF	is not regulated by antibiotic	Fosmidomycin
ytfG	is not regulated by antibiotic	Fosmidomycin
ytfH	is not regulated by antibiotic	Fosmidomycin
ytfJ	is not regulated by antibiotic	Fosmidomycin
ytfK	is not regulated by antibiotic	Fosmidomycin
ytfL	is not regulated by antibiotic	Fosmidomycin
ytfM	is not regulated by antibiotic	Fosmidomycin
ytfN	is not regulated by antibiotic	Fosmidomycin
ytfP	is not regulated by antibiotic	Fosmidomycin
ytgA	is not regulated by antibiotic	Fosmidomycin
ytjA	is not regulated by antibiotic	Fosmidomycin
yubL	is not regulated by antibiotic	Fosmidomycin
zapA	is not regulated by antibiotic	Fosmidomycin
zapB	is not regulated by antibiotic	Fosmidomycin
zapC	is not regulated by antibiotic	Fosmidomycin
zapD	is not regulated by antibiotic	Fosmidomycin
zipA	is not regulated by antibiotic	Fosmidomycin
zitB	is not regulated by antibiotic	Fosmidomycin
zntA	is not regulated by antibiotic	Fosmidomycin
zntB	is not regulated by antibiotic	Fosmidomycin
zntR	is not regulated by antibiotic	Fosmidomycin
znuA	is not regulated by antibiotic	Fosmidomycin
znuB	is not regulated by antibiotic	Fosmidomycin
znuC	is not regulated by antibiotic	Fosmidomycin
zraP	is not regulated by antibiotic	Fosmidomycin
zraR	is not regulated by antibiotic	Fosmidomycin
zraS	is not regulated by antibiotic	Fosmidomycin
zupT	is not regulated by antibiotic	Fosmidomycin
zur	is not regulated by antibiotic	Fosmidomycin
zwf	is not regulated by antibiotic	Fosmidomycin
STM1269	is not regulated by antibiotic	Fosmidomycin
STM1258	is not regulated by antibiotic	Fosmidomycin
STM0347	is not regulated by antibiotic	Fosmidomycin
STM1013	is not regulated by antibiotic	Fosmidomycin
STM1045	is not regulated by antibiotic	Fosmidomycin
STM1042	is not regulated by antibiotic	Fosmidomycin
STM4509	is not regulated by antibiotic	Fosmidomycin
STM0274a	is not regulated by antibiotic	Fosmidomycin
PSLT029	is not regulated by antibiotic	Fosmidomycin
STM1018	is not regulated by antibiotic	Fosmidomycin
STM1012	is not regulated by antibiotic	Fosmidomycin
STM1016	is not regulated by antibiotic	Fosmidomycin
STM1055	is not regulated by antibiotic	Fosmidomycin
STM1056	is not regulated by antibiotic	Fosmidomycin
STM4260	is not regulated by antibiotic	Fosmidomycin
STM1266	is not regulated by antibiotic	Fosmidomycin
STM0149	is not regulated by antibiotic	Fosmidomycin
STM3121	is not regulated by antibiotic	Fosmidomycin
PSLT030	is not regulated by antibiotic	Fosmidomycin
STM1731	is not regulated by antibiotic	Fosmidomycin
STM1015	is not regulated by antibiotic	Fosmidomycin
PSLT025	is not regulated by antibiotic	Fosmidomycin
PSLT045	is not regulated by antibiotic	Fosmidomycin
STM1017	is not regulated by antibiotic	Fosmidomycin
STM0581	is not regulated by antibiotic	Fosmidomycin
STM2405	is not regulated by antibiotic	Fosmidomycin
STM1259	is not regulated by antibiotic	Fosmidomycin
STM0148	is not regulated by antibiotic	Fosmidomycin
PSLT049	is not regulated by antibiotic	Fosmidomycin
PSLT051	is not regulated by antibiotic	Fosmidomycin
STM1024	is not regulated by antibiotic	Fosmidomycin
STM1006	is not regulated by antibiotic	Fosmidomycin
STM2738	is not regulated by antibiotic	Fosmidomycin
STM2700	is not regulated by antibiotic	Fosmidomycin
STM2636	is not regulated by antibiotic	Fosmidomycin
STM2635	is not regulated by antibiotic	Fosmidomycin
STM2633	is not regulated by antibiotic	Fosmidomycin
STM2631	is not regulated by antibiotic	Fosmidomycin
STM2630	is not regulated by antibiotic	Fosmidomycin
STM2629	is not regulated by antibiotic	Fosmidomycin
STM4529	is not regulated by antibiotic	Fosmidomycin
STM4528	is not regulated by antibiotic	Fosmidomycin
STM4450	is not regulated by antibiotic	Fosmidomycin
STM4449	is not regulated by antibiotic	Fosmidomycin
STM4443	is not regulated by antibiotic	Fosmidomycin
STM4441	is not regulated by antibiotic	Fosmidomycin
STM4440	is not regulated by antibiotic	Fosmidomycin
STM4314	is not regulated by antibiotic	Fosmidomycin
STM4276	is not regulated by antibiotic	Fosmidomycin
STM4271	is not regulated by antibiotic	Fosmidomycin
STM4192	is not regulated by antibiotic	Fosmidomycin
STM4042	is not regulated by antibiotic	Fosmidomycin
STM4002	is not regulated by antibiotic	Fosmidomycin
STM3820	is not regulated by antibiotic	Fosmidomycin
STM3794	is not regulated by antibiotic	Fosmidomycin
STM3792	is not regulated by antibiotic	Fosmidomycin
STM3785	is not regulated by antibiotic	Fosmidomycin
STM3783	is not regulated by antibiotic	Fosmidomycin
STM3779	is not regulated by antibiotic	Fosmidomycin
STM3772	is not regulated by antibiotic	Fosmidomycin
STM3771	is not regulated by antibiotic	Fosmidomycin
STM3770	is not regulated by antibiotic	Fosmidomycin
STM3653	is not regulated by antibiotic	Fosmidomycin
STM3580	is not regulated by antibiotic	Fosmidomycin
STM3566	is not regulated by antibiotic	Fosmidomycin
STM3550	is not regulated by antibiotic	Fosmidomycin
STM3461	is not regulated by antibiotic	Fosmidomycin
STM3362	is not regulated by antibiotic	Fosmidomycin
STM3355	is not regulated by antibiotic	Fosmidomycin
STM3354	is not regulated by antibiotic	Fosmidomycin
STM3160	is not regulated by antibiotic	Fosmidomycin
STM3136	is not regulated by antibiotic	Fosmidomycin
